"","ix","prolific_id","condition","task.input.a_input","task.input.b_input","feedback","correct"
"18",45,"5e9f1fd1ccad1908bdb9f8f7","comp_mult","i think the number of stripes on a magic egg causes the number of stick segments to multiply by the number of stripes on the magic egg","i think the number of stripes on a magic egg causes the stick segments to multiply by that number and then reduce by 1 segment for every dot on the magic egg","none",12
"19",46,"5f3ace39af40ed76c7714b1b@email.prolific.co","comp_const","One stripe has no effect on the stick. Two stripes and three uneven stripes increase the length of the stick by two blocks","The number of dots is the number of blocks that must be removed from the stick","I do not have any comments",2
"20",47,"5cbef0a9a9b23200139ebcfa","comp_const","Having extra lines adds extra length to the stick ","Dots take away the same number of lines ","It was quite interesting. Will be interested to know the answers ",2
"21",48,"5f3ab64e0dda76127bcc344e","comp_mult","The number of stripes seem to matter  seems like if the number of stripes is greater than or equal to the number of segments on the stick it adds otherwise it doesnt","So the dots seems to cancel out the number of segments added if there are 3 segments and 3 dots and the stripes is less then it is 0 so you have to subtract stripes from dots and then you can figure out how many to add","None",3
"22",49,"603e586528b8f0e977b61778","comp_mult_reverse","The amount of dots on the eggs equates to the amount of segments on the stick. The more lines on an egg the less segments on the stick there is.","The odd amount of lines on the egg doubles the amount of segments on the stick. If it is an odd number of lines on the egg the segment amount stays the same","Was a little confusing.",3
"23",50,"5f454ee36eaa951147ea3cb4","comp_const","i think if an egg has one strip inside the it is not enough to cause any change in he ticks it gets in contact with ","the number of black dots on the strip inside the egg determines how many segments decreases from the stick","it was an interesting challenge. ",2
"24",51,"5ec637f5e0bca2000ae6f211","comp_mult","You times the number of sticks by the number of segments. For the second one there are 2 sticks and 2 segments so 2 x 2 = 4. This means there are 4 segments.","You still do sticks time segments but then you minus the number of dots to get the end number of segments.","No",11
"25",52,"5ecface109d61f0120937435","comp_mult_reverse","The relation is where the dots are placed within the egg and its relation to the lines","The stick multiplies based on how many lines are within the egg","No",5
"26",53,"5b74960f218c0f000107d480","comp_const","The number if stripes is multiplise by the number of sticks","The number of stripes is multiplied by the number of sticks and the each dot removes one stick","none",10
"27",54,"603577daa2c4702666b68f55","comp_const","The number of stripes on the magic egg multiplies with the number of segments on the stick to increase the number.","The stripes multiply with the segments whereas the spots on the magic egg indicate minus 1. ","I found the experiment pretty engaging and felt that by the end of the study I was quite sure of my answers",10
"28",55,"5db03383d00dbb001619b598","comp_const","1 line no change - 2 lines 2 change 3 lines 2 change","The dots take lines away whereas the lines add some on.","NA",2
"29",56,"59e71906ac0af70001b36a06","comp_mult","If the number of stripes on the egg is higher than the length of the stick then the length of the stick will increase. If the number of stripes on the egg is lower than the length of the stick then no change will occur. ","If the number of stripes on the egg is higher than the stick then the stick will increase by the number of spots on the egg. If the number of stripes on the egg is lower than the stick then the stick will decrease by the number of spots on the egg. ","No ",1
"30",57,"5ca73fe6bcdcc2001291822d","comp_mult","Any more than 1 line causing the stick to increase by 2","i dont have a clue!","NA",4
"31",58,"5ed788a796035b21e02a6ab8","comp_mult","More than one line on the egg means 2 lines are added","Each dot removes a stick. 2+ lines on the egg add 2sticks","Would be interested to know if I got it right! ",2
"32",59,"5a0de5e19b760100013a78ac","comp_mult","The number of stripes multiplies the number of segments","The lines multiply the original amount but each dot on the egg removes a segment","No comments...it was fun",8
"33",60,"5e4e99008a243d2de0005023","comp_mult","The lines matter. One line doesnt make a difference. Two lines double the number of segments. Three lines doubles the segments then takes away one. ","The number of lines multiplies the number of segments. Each dot takes away one segment.","no",10
"34",61,"5a52164aac5624000153602a","comp_mult_reverse","if the stripes are more numerous than the stick then the stick will increase.  if the stripes are less then it will disappear.  if stripes the same then no change.","Some interaction of stripes and spots dont know what. More stripes will increase stick if stick is smaller","Im rubbish at this",0
"35",62,"5d31c6bac88f0e00164c3ccb","comp_mult","I think stripes from magic eggs increase the number of sticks","I think the dots do something other than stripes Im not sure but they probably reduce the number of sticks","A rather tough experiment Im not good at this type of task.",2
"36",63,"5ea990b19e16b70b2c85bd55","comp_const","The number of segments added to the stick depends on how many stripes the egg has","It seems like the stripes add segments but if theres is spots it takes away","Im still not sure of the answers!",2
"37",64,"5cc3754ba757bd0015332a48","comp_mult_reverse","1 line is - how many dots is -3 lines. 2 lines is = (nothing changes is dot number is equal to lines) 3 lines is + how many dots ","1 line makes no changes. 2 lines doubles amount of lines. 3 lines ","no.",2
"38",65,"5ee4f34eadd4be0675a74a0a","comp_mult_reverse","If there are more spots than stripes the stick will get shorter","Multiply the stripes by the sticks and that gives the end length of the stick","It would have been good to go back  correct the first guess after doing more tests",10
"39",66,"575850aaa187de0006056128","comp_mult","If the number of lines is greater than 1 the stick will increase in length by 2","If the number of lines on the egg is greater than 1 the stick will increase in length by 2. However for each black dot on the egg the stick will decrease in length by 1.","You promised fun it was!",2
"40",67,"5962ceff8474920001bd266e","comp_mult","You multiply the number of number of lines in the egg by the amount of sticks. The result is the length of the stick. ","By the end I believe I figured it out. What happens is you first multiply the amount of lines in the egg by the amount of stick segments. Once you do that you then subtract the number of dots within the magic egg. The result is your final stick segment length","Everything seemed to work well thank you!",12
"41",68,"5f0a04205a17782c34fcb466","comp_mult_reverse","if the egg has one stripe and 3 dots the stick gets shorter if it has two stripes and two dots the stick stayed the same and if it has three stripes and only 1 dot the stick browns longer. ","the dots change the length of the stick negatively in the way that they make it shorter. For each dot one unit of the stick is taken away.  However the stripes make the sticks longer. If there is one stripe only then the stick will stay the same length. If there are more than one stripe however then the stick will increase in length by two units.  When thinking how the egg effects the stick overall you must first take into account the stripes and add on any units that need to be added on if any. Then you must take into account the dots and take away the amount of units that there are dots. For example if the egg had five stripes and 1 dot then the stick would overall increase by 1 unit as 2-1=1.","no.",4
"42",69,"601ff4b514b1d3385d6bf173","comp_mult_reverse","If the spot touches a stripe on the magic egg then it will decrease the length of the stick when the egg touches the stick. If the spots dont touch any stripes then there is no effect on the stick when the egg touches it.","An egg with only stripes and no spots increases the length of the stick to be equal to the number of stripes in the egg. 1 stripe in an egg has no effect on the length of the stick.","Interesting study. Very mind provoking. Requires a person to read carefully and try hard to understand the given tasks. ",0
"43",70,"5e4adfc1aaef1b02a763644d","comp_mult","The number of sticks in the egg correlates to how much the sticks multiply in length. For example test 2 starts with 2 spaces and doubles in size matching the 2 sticks in the egg. Test 3 begins with one and becomes 3 being multiplied by 3.","The addition of spots in the egg introduces a divisible action - in some cases depending on where they are positioned some blocks are removed. However in some cases there is no change  additional blocks are added. The positioning of the spots is what affects the type of effect on the blocks.","NA",6
"44",71,"5d11497994d33a000123fc3a","comp_mult","more lines in the eggs add to the length of the stick","if there are more dots than lines then the stick decreases in length if there are more lines than dots then the stick increases in length and if the dots and lines are equal then theres no change","no comments",2
"45",72,"60e7f21feb04fbccd8b80081","comp_const","One stripe makes no change.  Two stripes doubles the sticks. Three stripes triples.","One spot takes one stick away.  Two spots take two sticks away. Three spots take three sticks away. ","I found the experiment quiet difficult to understand although I am certain I guessed how each egg worked but I had to concentrate very hard to come up with the answers. ",10
"46",73,"5eefc8211f1b2a4c3a1ab38e","comp_const","I think it’s a multiplication system - 1 stripe means it is multiplying the 3 blocks by 1 therefore leaving it with three. 2 stripes is multiplying the blocks by 2 = 4. 3 stripe multiplying 1 block = 3. ","The magic eggs with one stick - the black dots are subtractor the amount eggs is subtracted from the blocks","Na",7
"47",74,"5f28728180f0fe19843858a1","comp_const","1 line means it will stay the same 2 line multiplies the stick by 2 and 3 lines multiplies it by 3.","The dots take away from the sticks. 1 dot takes away 1 2 dots take away 2 etc.","thanks ",4
"48",75,"5df15d3e192ef006f48c6a49","comp_const","There was no change with the first egg. The second and third eggs have an increase of two bars after the tests.The difference between the second and the third egg is the increase in the number of bars for the third egg and the length of the bars.","The number of dots on the magic eggs reduces the number of bars available.","None.",1
"49",76,"60e771826453c010d62b89b4","comp_mult","Each egg with more than 1 stripe adds 2 blocks.","I think the odd number of dots either reduce or add blocks","None",3
"50",77,"542e816cfdf99b324f763432","comp_const","The length of the sticks is multiplied by the number of stripes in the egg.","Multiply number of sticks by number of stripes then subtract number of dots","Would love to know the answers and if I was right.     ",8
"51",78,"56e6f0dec89073000de74780","comp_mult_reverse","if the number of spots and stripes on an egg match then there is no change. if there is more spots than stripes then the stick gets shorter. if there are more stripes than dots the stick gets longer","if there is more than one stripe the stick gets longer by two","no comments",1
"52",79,"600ebf6fa6705e530801b77d","comp_mult","The stick length multiplies by the number of stripes on the magic egg when the magic egg and stick come into contact","The stick multiplies by the number of stripes minus the number of spots. ","Im really curious to see if I got it right!",10
"53",80,"614e20ab74f396ea8e097342","comp_mult","end length = original length x number of lines on egg","balls touching the lines cancel them out","no",7
"54",81,"5f59c9546350c10112d68b8b","comp_const","one stick does nothing two sticks adds length and three sticks adds length","the spots remove the same number of stick segments","This was an extremely baffling test and I just guessed the answers for most of them i think! ",2
"55",82,"615061fc3afd0aecb10a6658","comp_const","However many lines on the egg is how much the stick gets multiplied by.  1. 1 line so 3x1 =3 2. 2 lines so 2x2 =4 3. 3 lines so 1x3 = 3","Line is still times Dots take away one of each stick length each time.","No.",11
"56",83,"5a777777b093f80001a75721","comp_mult_reverse","The number of stripes and dots ratio of one to the other or maybe the position of the dots has some relation to long the stick grows. ","I honestly dont know at this point in the test. The combinations of dots and stripes seem to have random effect on the stick lengths","No",1
"57",84,"603cfe49880ceeb4bf3aa72e","comp_const","Only one stick adds nothing anything above that adds 2 on","The number of dots on the sticks take away the number of eggs","None ",2
"58",85,"60bf7a5899b04dd850c25700","comp_const","If the number of stripes on the egg is less than the existing number of segments on the stick it touches it adds the difference","I believe now that the dots are subtract and that the stripes are multipliers.  So I believe it multiplies by number of stripes and then subtracts the dots","It was quite hard to initially guess without having seen any spots in the examples first. I hope I ended up on the right page! ",6
"59",86,"602c64564ad77a557c5cc279","comp_const","The number of stripes on the egg is multiplied with the number of segments on the stick to make the answer which is expressed with the final number of segments on the stick.","The stripes are multiplied by the number of segments on the stick then the number of dots are subtracted from the total to give the final answer which is expressed by the number of segments on the stick.","na                   ",10
"60",87,"59e3dbd9ae9f950001d83ffb","comp_mult","The egg multiplies the amount of segments of the stick by the number of stripes on the egg","The stripes multiply the number of segments and the dots subtract one segment ","none",10
"61",88,"5e573ce57a25e30f431f8994","comp_mult_reverse","I think the stripes indicate what happens to the stick segments (addedremoved) and the dots indicate how many segments are addedremoved. For the stripes I think that 1 stripe will remove segments 2 stripes will not removeadd any segments and 3 stripes will add segments. I think the number of dots indicate how many segments are removed so in trial 1: 3 segments are removed because 1 line = remove segments 3 dots = remove 3 segments. Trial 2 = nothing changes because 2 lines = no segments removedadded regardless of dot number. Trial 3 = 1 segment added because 3 lines = add segments 1 dot = add 1 segment. ","I think one stripe means nothing changes two stripes mean that segments are added (number of segments added = number of stripes) and three stripes mean that the number of segments will equal the number of lines regardless of whether that means adding or removing segments. ","NA",2
"62",89,"5a7d74de8fe2dc000105b7e9","comp_mult","One stripe does nothing. Two or three stripes on the egg both increase the sticks by two segments. ","One dot on the egg cancels out one stripe but not sure.","I could not work out a pattern between the appearance of the eggs and the effect they were having on the sticks. It seemed quite random.",1
"63",90,"6147a2ed5708589b368853a8","comp_const","the number of stipes multiplys the length of the stick","if there is balls on the eggs depending how many there is it reduces the length of the stick that amount.","it was very difficult but fun. ",7
"64",91,"5d8da90433afc60017fae3d3","comp_const","Eggs with one stripe have no effect on a stick with 3 segments. Eggs with 2 stripes add 2 segments to a stick of 2 segments. Eggs with 3 stripes add 2 segments to a stick of 1 segment","one dot removes one segment therefore 2 dots remove 2 segments and so on","I enjoyed the experiment thank you I found it very engaging which is difficult in the times we live in to completely focus on one task.",1
"65",92,"5d2901e3cb80f3001924f769","comp_const","The eggs with multiple stripes (i.e. more than 1) increase the length of the stick by the multiple of the stripes so for 2 stripes...the original length is doubled for 3 stripes the original length is tripled.","How ever many dots there are...dictates the amount of length taken from the stick. So 1 dot steals 1 length of stick 2 dots 2 lengths","I found it really interesting but I have no idea if I was doing it right or not!",8
"66",93,"564a08bc6902220012c4b1a1","comp_mult_reverse","1 stripe = remove the number of segments that match the number of dots. 2 stripes = do not change the length of the stick 3 stripes = add the number of segments based on number of dots","Im really confused!  I think if there are no dots it is simple multiplication - so the number of stripe * the number of existing segments. I am unsure what the dots do though now.","It was really hard - I hope there is a debrief now that tells me the answer otherwise this is going to annoy me all day!",6
"67",94,"5c7bdeba628ace00145e29a7","comp_mult","If the egg has more or an equal number of stripes than the stick does segments then the number of segments of the stick increases by 2. If the egg has fewer stripes than the stick has segments it will have no affect.","If no. of stripes are more than or equal to number of segments the number of segments increases by two. If there are fewer stripes than segments then there is no change. If any dots are present the number of segments is reduced by the number of the dots.","na",2
"68",95,"60327d95fb5e6823d96d15a0","comp_mult_reverse","Three dots and one stripe does not increase the pieces what matters is the dots more than the sticks","The number of sticks increase the boxes","The experiment requires attention and reading the instructions carefully ",2
"69",96,"6164644cda075b1b7e711b88","comp_mult","The number of stripes on the egg is the multiplier against the number of sticks. so 1 x 3=3 (no change) 2x2=4 3 x 1=3","I think the same causal relationship as before stripes on the egg are a multiplier for the sticks. I think you then subtract the number of dots on the egg from the stick total.","I wanted to add minus one for one of the answers but wasnt able to (probably because it was incorrect!)",10
"70",97,"5fbe39bf0d0ce90a7eb0c791","comp_mult_reverse","less stripes shorten the stick same stripes keep stick the same length and more stripes make stick longer","If stripes are less than the stick then nothing happens but if stripes are same or more than the stick then increase length of stick by 2","no comments to make.                                                 ",3
"71",98,"572cc0683a394a000e0c81fc","comp_mult_reverse","The dots tell you how many blocks in the stick there will be ","no idea my previous guess was incorrect","I thought I had the right idea about the dots at least but the practice made me realise that I was incorrect on that part so it didnt make sense to me at all. I couldnt spot a pattern in the behaviours so I applied my own rules to the game to provide an answer structure to participate in the game with. I clicked that it was difficult to complete the learning task but the instructions were simple I just couldnt work out what the pattern was. The money element wasnt a big enough of a motivator so I didnt really feel that it was important for me to try harder than I already was. Perhaps if you were to run the task again you could put in a piece about how important the results are for your research to see if that changes the results.",2
"72",99,"6156ee61901c987ea794cca8","comp_mult_reverse","Stripes make the sticks grow. Dots make them shrink. An equal number of both cancels the effect. Not sure of the effect of unbalanced ratios yet. ","If there are more dots than stripes this destroys the stick. Otherwise the ratio of stripes to dots controls how much the stick grows by. Stripes are positive dots are negative. My limited maths cant work out the numerical details. ","Ow my brain hurts.",2
"73",100,"55f2a7e332af740010170166","comp_const","the number of stripes on the egg multiplies the sticks. 1 stripe = x1 2 stripe = x2 3 stripe = x3","each spot on the egg takes away one stick","no",11
"74",101,"5c0a4795d56d2200015a7e3f","comp_mult_reverse","All spots on the eggs need to be touching the sticks to have any effect on the outcome.","The number of blocks are multiplied by the amount of sticks on the eggs","I have no additional comments.",4
"75",102,"5cb75d063fd2880012371a40","comp_mult_reverse","The magic egg with one stripe and three dots caused the stick to disappear. The magic egg with two stripes and two dots didnt affect the stick at all and the magic egg with three stripes and one dot caused the stick to become shorter.","The egg with one stripe didnt affect the length of the stick. The egg with two stripes made the stick longer by two segments and the egg with three stripes made the stick longer by three segments.","It was interesting to try and guess.",1
"76",103,"6160c479b2b259ba288b8f1d","comp_const","the stick segments are multiplied by the number of lines in each egg. e.g. 3 (egg) x 1 (stick) = 3 stick segments","for every dot in the magic egg it takes away one stick segment e.g. 3 dots in the magic egg would take away 3 stick segments","I have no comments regarding the experiment other than it uses algebra and abstract thinking to figure out x and they apply it to other equations.     the task wasnt that difficult but thats because I didnt find mathematics hard at school. I imagine this would be hard for someone who isnt gifted numerically.",8
"77",104,"5e3c6fb7b9d2b9055f2b6448","comp_mult_reverse","I cannot see a pattern currently.","That you multiple the sticks versus the lines in the eggs","I would love to know if I was correct or not!",4
"78",105,"597cfa6240ffde000164484c","comp_const","Stick length is multiplied by the number of lines on the egg.","The stick length is multiplied by the number of stripes but reduced by the number of spots.","",11
"79",106,"5c05510b891bb4000121a227","comp_mult_reverse","I really cannot get my head around it.  Something to do with the sticks without dots makes and increase but the dot touching a stick cancels it out.","The sticks have a positive affect and the dots have a negative affect.  I think the sticks multiply by how many sticks.  The dots perhaps divid or minus?","No comment",6
"80",107,"60e9b38e2eed5f910a1c4f45","comp_mult","Two lines in the magic egg means that the stick grows two more sections.","when there are 3 lines patterns on the egg one extra block is added to the stick.","Everything was clear and easy to follow the instructions given",2
"81",108,"5ef7ac2cc347580e1795f9f2","comp_const","Having more than one diagonal line adds two length units to the stick.","Having 2 or more lines adds two length units to the stick. Remove one length unit of the stick for each dot that is on the egg.","The truefalse knowledge check has some questions worded in a way that it makes it difficult to figure out what exactly is being asked.",2
"82",109,"612fa57ac45f393b3531fcfb","comp_mult","The number of lines are a multiplier for the number of sticks.  1 line will not change number of sticks 2 lines will double number of sticks and 3 lines will triple number of sticks.","(Number of lines x number of sticks) - number of dots","Interesting",9
"83",110,"5d56d465175b5d0017766b3b","comp_const","The stripes effect the length of the sticks. 1 stripe is no change 2 stripes is +2 and 3 stripes is +1. ","The stripes make the sticks longer and the dots make them shorter again. It does not matter where the dots sit on the egg they always make the stick shorter. ","na",1
"84",111,"61485d949d2aaf377ed08578","comp_const","two boxes are added if there are more than one stripe","The more dots in the circle the more sticks disappear so if there is one dot only one stick disappears but if there are three then three disappear ","None",2
"85",112,"5ec059d21ea97a4723d97fdf","comp_mult","its the number of stripes in the eggs x the number of segments = equals the new length of stick","The segments increase by the number of dots in the egg","None",4
"86",113,"6058e67eb40dd79ef0d4496f","comp_mult","single-line does nothing two lines double the length of the stick and three lines triples the length of the stick","same rule for the lines apply except now you take away the number of dots","na ",9
"87",114,"5d34a440c5edfe0001f7c53c","comp_const","The stick length after the magic egg has touched them becomes multiplied by the number of stripes on the egg. Eg: 3 stripes on egg touches stick 1 square long it will become 3 squares long (1x3)","Length of stick is multiplied by number of lines on egg then number of spots is subtracted","na",10
"88",115,"5bf96547ab02ea000169bd7f","comp_mult","The number of stripes is a scalar value that is multiplied with the number of segments","The stripes are a scalar that multiples against the number of segments The number of dots are then subtracted from the multiplication of the stripes and segments","Na",11
"89",116,"6014276b8ccd2211b4fc5074","comp_mult","The number of stripes on the egg determines the number the stick will multiply by. For example 3 stripes mean the stick will multiply thrice its size ","Stripes multiple the stick by the amount of stripes in the egg. Dots deduct the length of the stick by the amount of dots in the egg ","I was not 100 what an empty egg would equate to. Sure it would be zero? But mathematically some sticks would be in the minuses! ",14
"90",117,"5efcbd999aad650a6e316a7f","comp_mult","The number of segments in the stick is multiplied by the number of stripes on the egg.  For example if the stick starts off with 2 segments and the egg has 2 stripes once the egg touches the stick the stick will increase to 4 segments (2 x 2 = 4)","The effect on the number of segments in the stick is determined by first multiplying the number of segments by the number of stripes on the egg then secondly subtracting the number of spots.","",11
"91",118,"5f632c08d6e28a3c37caf9a5","comp_mult_reverse","The number of stripes denotes the type of action - 1 stripe reduces segments 2 stripes changes nothing and 3 stripes adds segments. Then the number of dots denotes how much this is done by - e.g. 1 stripe and 3 dots removes 3 segments","As said before stripes denote action - assumed below 2 removes above 2 adds on and 2 does nothing - dots denote value of action - e.g. how many to add. If not dots present them number of stripes multiplies number of segments","na",7
"92",119,"5e203f2125a4d03519e4d0fe","comp_mult","The stick segments are multiplied by the number of stripes.","The segments are multiplied by the number of stripes before subtracting the number of dots.","That was fun!",10
"93",120,"5e7dd515aa9da60009e412f2","comp_mult","the number of segments in the stick is multiplied by the number of lines in the egg","the number of segments in the stick is multiplied by the number of lines in the egg and then the number of dots in the egg is subtracted","na",13
"94",121,"5ba4e80b38803d00012630fd","comp_mult_reverse","eggs with more dots than stripes make the stick shorter eggs with the same amount of each do nothing and eggs with more stripes than dots make the stick bigger.","having 1 stripe will keep it the same unless theres a dot on that stripe then itll shorten the stick the stick will get bigger by 1 for every stripe above 1 on the egg but not if theres a dot on that stripe","nope",3
"95",122,"5efa06a7540ce97e3ed866f8","comp_const","Eggs with 2 stripes make sticks 2 times bigger but the ones with 3 stripes make them only bigger by 1 whereas 1 stripe egg doesnt change anything. This means eggs with 3 stripes always change lenght of the stick the most","The more there are dots in the egg the smaller is the stick","No",1
"96",123,"5996ec910ed7ae0001991755","comp_mult_reverse","the dots seem to match the number of blocks in the original stick length. the lines seem to match with a unique action. 1 line = remove 2 lines = keep 3 lines = add. The number of blocks to do this action on could be indicated by the number of dots.  e.g. 1line+3dots = remove 3 blocks.  2lines+2dots= keep 2 blocks.  3lines+1 dot = add 1 block.","the lines seem to indicate the multiplication factor of the blocks. i.e. 3 lines = 3x the original blocks. The number of dots seems to indicate the number of blocks to remove after multiplying. e.g. 3lines+1dot applied to a 1-length block = (3x1) -1 = 3-1 = 2","no comments",8
"97",124,"5f870e6712b6c10a689125ac","comp_const","The number of stick segments multiply by the number of stripes on the egg","the number of stick sections are multiplied by the number of stripes on the egg; then the same number of sections are removed as there are dots on the egg.","Enjoyed this thank you.",11
"98",125,"5f8c5a729f6c7c3a4b71dc0e","comp_mult","additional sticks make the blocks 2 longer","3 dots takes 3 away 2 did nothing and 1 added so the less dots the more added","nope just interested in how it did and what the causal link was",0
"99",126,"6152c5cd4bbadde55f50c1fa","comp_mult","two stripes on the egg doubled the number of segments in the line three stripes trebled the number of segments.","The dots reduce the number of sections on the lines and the lines seem to increase the number of sections.","It was rather difficult to work out the connection.  ",3
"100",127,"60a43c0502ddacdbecbfb90f","comp_mult","1 stripe = x 1  2 stripe = x2  3 stripe = x3 ","I dont think the dots make a difference 1 stripe = no blocks  2 stripe = stay the same 3 stripe = + 1","just wondered if we find out if we got it right or wrong ",6
"101",128,"5d22106bb75abb0017131595","comp_mult_reverse","more spots there are the smaller the sticks","one stripe stayed the same. 2 strips doubled. 3 stripes added 1more ","Didnt make much sense",2
"102",129,"54f225d6fdf99b66cd167ef3","comp_const","Multiplying the number of stripes in the egg with the number of segments that the stick has to begin with equals the final number of segments in the stick after the egg affects it.","The number of stripes in the egg is multiplied by the original number of segments in the stick and then the number of dots is subtracted from that answer to give the total number of segments in the stick at the end. So  of stripes x original number of segments - number of dots = Final number of segments.","I really enjoyed doing this experiment it was a lot of fun!",9
"103",130,"614ac76ed392a7cd817b2170","comp_mult_reverse","If there are more dots on the line you decrease the section of stick by the overall number of dots. If they are the same (on and off the line) it stays the same. If there are more dots off the line you add by that many dots","You multiply the lines in the eggs by how many sections there are in the stick","The quiz at the start needs to be rethought. Some of the questions are not worded nicely and the answers are assumed on common sense rather than obvious in the text.",8
"104",131,"5f14359cc1b7a74789b1075c","comp_mult","The more lines the less boxes are added . ","The more eggs in the circle the less boxes appear ","No",3
"105",132,"5ea71cf65bc7010dd379cdae","comp_mult_reverse","I believe that the difference in the three is caused by the amount of lines the first was 3 dots to one line so it was over powered and they were gone. the second was equal so they stayed the same and the third had two more lines than the one dot so they gained a green block","i believe the value of the first line is makes no difference to the starting length of the green blocks. its when more are added in that it increases  up to the value of two extra blocks. there could be twenty stripes and it would only increase the value by two","Thank you  ",2
